2025-04-08 19:12:50.460 | INFO     | pydss.cli.run:run:88 - CLI: [pydss run my-project]
2025-04-08 19:12:50.461 | DEBUG    | pydss.utils.utils:load_data:86 - Loaded data from my-project/simulation.toml
2025-04-08 19:12:50.462 | DEBUG    | pydss.utils.utils:load_data:86 - Loaded data from my-project/Scenarios/scenario1/ExportLists/Exports.toml
2025-04-08 19:12:50.462 | DEBUG    | pydss.utils.utils:load_data:86 - Loaded data from my-project/Scenarios/scenario1/ExportLists/Subscriptions.toml
2025-04-08 19:12:50.462 | DEBUG    | pydss.utils.utils:load_data:86 - Loaded data from my-project/Scenarios/scenario2/ExportLists/Exports.toml
2025-04-08 19:12:50.463 | DEBUG    | pydss.utils.utils:load_data:86 - Loaded data from my-project/Scenarios/scenario2/ExportLists/Subscriptions.toml
2025-04-08 19:12:50.463 | DEBUG    | pydss.utils.utils:dump_data:66 - Dumped data to my-project/simulation-run.toml
2025-04-08 19:12:50.465 | INFO     | pydss.dssInstance:__init__:77 - An instance of OpenDSS version 0.8.4 has been created.
2025-04-08 19:12:50.465 | INFO     | pydss.dssInstance:_compile_model:144 - Loading OpenDSS model
2025-04-08 19:12:58.636 | INFO     | pydss.cli.run:run:88 - CLI: [pydss run my-project]
2025-04-08 19:12:58.637 | DEBUG    | pydss.utils.utils:load_data:86 - Loaded data from my-project/simulation.toml
2025-04-08 19:12:58.638 | DEBUG    | pydss.utils.utils:load_data:86 - Loaded data from my-project/Scenarios/scenario1/ExportLists/Exports.toml
2025-04-08 19:12:58.638 | DEBUG    | pydss.utils.utils:load_data:86 - Loaded data from my-project/Scenarios/scenario1/ExportLists/Subscriptions.toml
2025-04-08 19:12:58.638 | DEBUG    | pydss.utils.utils:load_data:86 - Loaded data from my-project/Scenarios/scenario2/ExportLists/Exports.toml
2025-04-08 19:12:58.639 | DEBUG    | pydss.utils.utils:load_data:86 - Loaded data from my-project/Scenarios/scenario2/ExportLists/Subscriptions.toml
2025-04-08 19:12:58.639 | DEBUG    | pydss.utils.utils:dump_data:66 - Dumped data to my-project/simulation-run.toml
2025-04-08 19:12:58.641 | INFO     | pydss.dssInstance:__init__:77 - An instance of OpenDSS version 0.8.4 has been created.
2025-04-08 19:12:58.641 | INFO     | pydss.dssInstance:_compile_model:144 - Loading OpenDSS model
2025-04-08 19:12:58.641 | INFO     | pydss.dssInstance:_compile_model:152 - OpenDSS:  
2025-04-08 19:12:58.641 | INFO     | pydss.dssInstance:__init__:88 - OpenDSS fundamental frequency set to :  60.0 Hz
2025-04-08 19:12:58.641 | INFO     | pydss.SolveMode:GetSolver:13 - Setting solver to %s mode.
2025-04-08 19:12:58.641 | INFO     | pydss.modes.solver_base:__init__:39 - %s solver setup complete
